time,x[m],y[m],theta[deg]
1755578789.231,0.000,0.000,0.00
1755578789.531,0.000,0.000,0.00
1755578789.831,0.000,0.000,0.00
1755578790.131,0.000,0.000,0.00
1755578790.432,0.000,0.000,0.00
1755578790.732,0.000,0.000,0.00
1755578791.032,0.000,0.000,0.00
1755578791.331,0.000,0.000,0.00
1755578791.632,0.000,0.000,0.00
1755578791.932,0.000,0.000,0.00
1755578792.231,0.000,0.000,0.00
1755578792.532,0.000,0.000,0.00
1755578792.832,0.000,0.000,0.00
1755578793.132,0.000,0.000,0.00
1755578793.432,0.000,0.000,0.00
1755578793.732,0.000,0.000,0.00
1755578794.032,0.000,0.000,0.00
1755578794.332,0.000,0.000,0.00
1755578794.631,0.000,0.000,0.00
1755578794.931,0.000,0.000,0.00
1755578795.231,0.000,0.000,0.00
1755578795.531,0.000,0.000,0.00
1755578795.831,0.000,0.000,0.00
1755578796.131,0.000,0.000,0.00
1755578796.431,0.000,0.000,0.00
1755578796.731,0.000,0.000,0.00
1755578797.031,0.000,0.000,0.00
1755578797.331,0.000,0.000,0.00
1755578797.631,0.000,0.000,0.00
1755578797.931,0.000,0.000,0.00
1755578798.231,0.000,0.000,0.00
1755578798.533,0.000,0.000,0.00
1755578798.831,0.000,0.000,0.00
1755578799.131,0.000,0.000,0.00
1755578799.431,0.000,0.000,0.00
1755578799.731,0.000,0.000,0.00
1755578800.031,0.000,0.000,0.00
1755578800.331,0.000,0.000,0.00
1755578800.631,0.000,0.000,0.00
1755578800.931,0.000,0.000,0.00
1755578801.231,0.000,0.000,0.00
1755578801.531,0.000,0.000,0.00
1755578801.831,0.000,0.000,0.00
1755578802.131,0.000,0.000,0.00
1755578802.431,0.000,0.000,0.00
1755578802.731,0.000,0.000,0.00
1755578803.031,0.000,0.000,0.00
1755578803.331,0.000,0.000,0.00
1755578803.631,0.000,0.000,0.00
1755578803.931,0.000,0.000,0.00
1755578804.231,0.000,0.000,0.00
1755578804.531,0.000,0.000,0.00
1755578804.831,0.000,0.000,0.00
1755578805.131,0.000,0.000,0.00
1755578805.431,0.000,0.000,0.00
1755578805.731,0.000,0.000,0.00
1755578806.031,0.000,0.000,0.00
1755578806.331,0.000,0.000,0.00
1755578806.631,0.000,0.000,0.00
1755578806.931,0.000,0.000,0.00
1755578807.232,0.000,0.000,0.00
1755578807.531,0.000,0.000,0.00
1755578807.831,0.000,0.000,0.00
1755578808.131,0.000,0.000,0.00
1755578808.431,0.000,0.000,0.00
1755578808.731,0.000,0.000,0.00
1755578809.031,0.000,0.000,0.00
1755578809.331,0.000,0.000,0.00
1755578809.631,0.000,0.000,0.00
1755578809.931,0.000,0.000,0.00
1755578810.231,0.000,0.000,0.00
1755578810.531,0.000,0.000,0.00
1755578810.831,0.000,0.000,0.00
1755578811.131,0.000,0.000,0.00
1755578811.431,0.000,0.000,0.00
1755578811.731,0.000,0.000,0.00
1755578812.031,0.000,0.000,0.00
1755578812.331,0.000,0.000,0.00
1755578812.631,0.000,0.000,0.00
1755578812.931,0.000,0.000,0.00
1755578813.231,0.000,0.000,0.00
1755578813.531,0.000,0.000,0.00
1755578813.831,0.000,0.000,0.00
1755578814.131,0.000,0.000,0.00
1755578814.431,0.000,0.000,0.00
1755578814.731,0.000,0.000,0.00
1755578815.031,0.000,0.000,0.00
1755578815.331,0.000,0.000,0.00
1755578815.631,0.000,0.000,0.00
1755578815.931,0.000,0.000,0.00
1755578816.231,0.000,0.000,0.00
1755578816.531,0.000,0.000,0.00
1755578816.831,0.000,0.000,0.00
1755578817.131,0.000,0.000,0.00
1755578817.431,0.000,0.000,0.00
1755578817.731,0.000,0.000,0.00
1755578818.031,0.000,0.000,0.00
1755578818.331,0.000,0.000,0.00
1755578818.631,0.000,0.000,0.00
1755578818.931,0.000,0.000,0.00
1755578819.231,0.000,0.000,0.00
1755578819.531,0.000,0.000,0.00
1755578819.831,0.000,0.000,0.00
1755578820.131,0.000,0.000,0.00
1755578820.431,0.000,0.000,0.00
1755578820.731,0.000,0.000,0.00
1755578821.031,0.000,0.000,0.00
1755578821.331,0.000,0.000,0.00
1755578821.631,0.000,0.000,0.00
1755578821.931,0.000,0.000,0.00
