time,x[m],y[m],theta[deg]
1755578257.775,0.000,0.000,0.00
1755578258.075,0.000,0.000,0.00
1755578258.375,0.000,0.000,0.00
1755578258.675,0.000,0.000,0.00
1755578258.975,0.000,0.000,0.00
1755578259.275,0.000,0.000,0.00
1755578259.575,0.000,0.000,0.00
1755578259.875,0.000,0.000,0.00
1755578260.175,0.000,0.000,0.00
1755578260.475,0.000,0.000,0.00
1755578260.775,0.000,0.000,0.00
1755578261.075,0.000,0.000,0.00
1755578261.375,0.000,0.000,0.00
1755578261.675,0.000,0.000,0.00
1755578261.975,0.000,0.000,0.00
1755578262.275,0.000,0.000,0.00
1755578262.575,0.000,0.000,0.00
1755578262.875,0.000,0.000,0.00
1755578263.175,0.000,0.000,0.00
1755578263.475,0.000,0.000,0.00
1755578263.775,0.000,0.000,0.00
1755578264.075,0.000,0.000,0.00
1755578264.375,0.000,0.000,0.00
1755578264.675,0.000,0.000,0.00
1755578264.975,0.000,0.000,0.00
1755578265.275,0.000,0.000,0.00
1755578265.575,0.000,0.000,0.00
1755578265.875,0.000,0.000,0.00
1755578266.175,0.000,0.000,0.00
1755578266.475,0.000,0.000,0.00
1755578266.775,0.000,0.000,0.00
1755578267.075,0.000,0.000,0.00
1755578267.375,0.000,0.000,0.00
1755578267.675,0.000,0.000,0.00
1755578267.975,0.000,0.000,0.00
1755578268.275,0.000,0.000,0.00
1755578268.575,0.000,0.000,0.00
1755578268.875,0.000,0.000,0.00
1755578269.175,0.000,0.000,0.00
1755578269.475,0.000,0.000,0.00
1755578269.775,0.000,0.000,0.00
1755578270.075,0.000,0.000,0.00
1755578270.375,0.000,0.000,0.00
1755578270.675,0.000,0.000,0.00
1755578270.975,0.000,0.000,0.00
1755578271.275,0.000,0.000,0.00
1755578271.575,0.000,0.000,0.00
1755578271.875,0.000,0.000,0.00
1755578272.175,0.000,0.000,0.00
1755578272.475,0.000,0.000,0.00
1755578272.775,0.000,0.000,0.00
1755578273.075,0.000,0.000,0.00
1755578273.375,0.000,0.000,0.00
1755578273.675,0.000,0.000,0.00
1755578273.976,0.000,0.000,0.00
1755578274.275,0.000,0.000,0.00
1755578274.575,0.000,0.000,0.00
1755578274.875,0.000,0.000,0.00
1755578275.175,0.000,0.000,0.00
1755578275.475,0.000,0.000,0.00
1755578275.775,0.000,0.000,0.00
1755578276.075,0.000,0.000,0.00
1755578276.375,0.000,0.000,0.00
1755578276.675,0.000,0.000,0.00
1755578276.975,0.000,0.000,0.00
1755578277.275,0.000,0.000,0.00
1755578277.575,0.000,0.000,0.00
1755578277.876,0.000,0.000,0.00
1755578278.175,0.000,0.000,0.00
1755578278.475,0.000,0.000,0.00
1755578278.775,0.000,0.000,0.00
1755578279.075,0.000,0.000,0.00
1755578279.375,0.000,0.000,0.00
1755578279.675,0.000,0.000,0.00
1755578279.975,0.000,0.000,0.00
1755578280.275,0.000,0.000,0.00
1755578280.575,0.000,0.000,0.00
1755578280.875,0.000,0.000,0.00
1755578281.175,0.000,0.000,0.00
1755578281.475,0.000,0.000,0.00
1755578281.775,0.000,0.000,0.00
1755578282.075,0.000,0.000,0.00
1755578282.375,0.000,0.000,0.00
1755578282.675,0.000,0.000,0.00
1755578282.975,0.000,0.000,0.00
1755578283.275,0.000,0.000,0.00
1755578283.575,0.000,0.000,0.00
1755578283.875,0.000,0.000,0.00
1755578284.175,0.000,0.000,0.00
1755578284.475,0.000,0.000,0.00
1755578284.775,0.000,0.000,0.00
1755578285.075,0.000,0.000,0.00
1755578285.375,0.000,0.000,0.00
1755578285.675,0.000,0.000,0.00
1755578285.975,0.000,0.000,0.00
1755578286.275,0.000,0.000,0.00
1755578286.575,0.000,0.000,0.00
1755578286.875,0.000,0.000,0.00
1755578287.175,0.000,0.000,0.00
1755578287.475,0.000,0.000,0.00
1755578287.775,0.000,0.000,0.00
1755578288.075,0.000,0.000,0.00
1755578288.375,0.000,0.000,0.00
1755578288.675,0.000,0.000,0.00
1755578288.975,0.000,0.000,0.00
1755578289.275,0.000,0.000,0.00
1755578289.575,0.000,0.000,0.00
1755578289.875,0.000,0.000,0.00
1755578290.175,0.000,0.000,0.00
1755578290.475,0.000,0.000,0.00
1755578290.775,0.000,0.000,0.00
1755578291.075,0.000,0.000,0.00
1755578291.375,0.000,0.000,0.00
1755578291.675,0.000,0.000,0.00
1755578291.975,0.000,0.000,0.00
1755578292.275,0.000,0.000,0.00
1755578292.575,0.000,0.000,0.00
1755578292.875,0.000,0.000,0.00
1755578293.175,0.000,0.000,0.00
1755578293.475,0.000,0.000,0.00
1755578293.775,0.000,0.000,0.00
1755578294.075,0.000,0.000,0.00
1755578294.375,0.000,0.000,0.00
1755578294.675,0.000,0.000,0.00
1755578294.975,0.000,0.000,0.00
1755578295.275,0.000,0.000,0.00
1755578295.575,0.000,0.000,0.00
1755578295.875,0.000,0.000,0.00
1755578296.175,0.000,0.000,0.00
1755578296.475,0.000,0.000,0.00
1755578296.775,0.000,0.000,0.00
1755578297.075,0.000,0.000,0.00
1755578297.375,0.000,0.000,0.00
1755578297.675,0.000,0.000,0.00
1755578297.975,0.000,0.000,0.00
1755578298.275,0.000,0.000,0.00
1755578298.575,0.000,0.000,0.00
1755578298.875,0.000,0.000,0.00
1755578299.175,0.000,0.000,0.00
1755578299.475,0.000,0.000,0.00
1755578299.775,0.000,0.000,0.00
1755578300.075,0.000,0.000,0.00
1755578300.375,0.000,0.000,0.00
1755578300.675,0.000,0.000,0.00
1755578300.975,0.000,0.000,0.00
1755578301.275,0.000,0.000,0.00
1755578301.575,0.000,0.000,0.00
1755578301.875,0.000,0.000,0.00
1755578302.175,0.000,0.000,0.00
1755578302.475,0.000,0.000,0.00
1755578302.775,0.000,0.000,0.00
1755578303.075,0.000,0.000,0.00
1755578303.375,0.000,0.000,0.00
1755578303.675,0.000,0.000,0.00
1755578303.975,0.000,0.000,0.00
1755578304.275,0.000,0.000,0.00
1755578304.575,0.000,0.000,0.00
1755578304.875,0.000,0.000,0.00
1755578305.175,0.000,0.000,0.00
1755578305.475,0.000,0.000,0.00
1755578305.775,0.000,0.000,0.00
1755578306.075,0.000,0.000,0.00
1755578306.376,0.000,0.000,0.00
1755578306.675,0.000,0.000,0.00
1755578306.975,0.000,0.000,0.00
1755578307.275,0.000,0.000,0.00
1755578307.575,0.000,0.000,0.00
1755578307.875,0.000,0.000,0.00
1755578308.175,0.000,0.000,0.00
1755578308.475,0.000,0.000,0.00
1755578308.775,0.000,0.000,0.00
1755578309.075,0.000,0.000,0.00
1755578309.375,0.000,0.000,0.00
1755578309.675,0.000,0.000,0.00
1755578309.975,0.000,0.000,0.00
1755578310.275,0.000,0.000,0.00
1755578310.575,0.000,0.000,0.00
1755578310.875,0.000,0.000,0.00
1755578311.175,0.000,0.000,0.00
1755578311.475,0.000,0.000,0.00
1755578311.776,0.000,0.000,0.00
1755578312.075,0.000,0.000,0.00
1755578312.376,0.000,0.000,0.00
1755578312.676,0.000,0.000,0.00
1755578312.976,0.000,0.000,0.00
1755578313.276,0.000,0.000,0.00
1755578313.576,0.000,0.000,0.00
1755578313.875,0.000,0.000,0.00
1755578314.175,0.000,0.000,0.00
1755578314.475,0.000,0.000,0.00
1755578314.775,0.000,0.000,0.00
1755578315.075,0.000,0.000,0.00
1755578315.375,0.000,0.000,0.00
1755578315.675,0.000,0.000,0.00
1755578315.975,0.000,0.000,0.00
1755578316.275,0.000,0.000,0.00
1755578316.575,0.000,0.000,0.00
1755578316.875,0.000,0.000,0.00
1755578317.175,0.000,0.000,0.00
1755578317.475,0.000,0.000,0.00
1755578317.775,0.000,0.000,0.00
1755578318.075,0.000,0.000,0.00
1755578318.375,0.000,0.000,0.00
1755578318.675,0.000,0.000,0.00
1755578318.975,0.000,0.000,0.00
1755578319.275,0.000,0.000,0.00
1755578319.575,0.000,0.000,0.00
1755578319.875,0.000,0.000,0.00
1755578320.175,0.000,0.000,0.00
1755578320.475,0.000,0.000,0.00
1755578320.775,0.000,0.000,0.00
1755578321.075,0.000,0.000,0.00
1755578321.375,0.000,0.000,0.00
1755578321.675,0.000,0.000,0.00
1755578321.975,0.000,0.000,0.00
1755578322.275,0.000,0.000,0.00
1755578322.575,0.000,0.000,0.00
1755578322.875,0.000,0.000,0.00
1755578323.175,0.000,0.000,0.00
1755578323.475,0.000,0.000,0.00
1755578323.775,0.000,0.000,0.00
1755578324.075,0.000,0.000,0.00
1755578324.375,0.000,0.000,0.00
1755578324.675,0.000,0.000,0.00
1755578324.975,0.000,0.000,0.00
1755578325.275,0.000,0.000,0.00
1755578325.575,0.000,0.000,0.00
1755578325.875,0.000,0.000,0.00
1755578326.176,0.000,0.000,0.00
1755578326.475,0.000,0.000,0.00
1755578326.775,0.000,0.000,0.00
1755578327.075,0.000,0.000,0.00
1755578327.375,0.000,0.000,0.00
1755578327.675,0.000,0.000,0.00
1755578327.975,0.000,0.000,0.00
1755578328.275,0.000,0.000,0.00
1755578328.575,0.000,0.000,0.00
1755578328.875,0.000,0.000,0.00
1755578329.175,0.000,0.000,0.00
1755578329.475,0.000,0.000,0.00
1755578329.775,0.000,0.000,0.00
1755578330.075,0.000,0.000,0.00
1755578330.375,0.000,0.000,0.00
1755578330.675,0.000,0.000,0.00
1755578330.975,0.000,0.000,0.00
1755578331.275,0.000,0.000,0.00
1755578331.575,0.000,0.000,0.00
1755578331.875,0.000,0.000,0.00
1755578332.175,0.000,0.000,0.00
1755578332.475,0.000,0.000,0.00
1755578332.775,0.000,0.000,0.00
1755578333.075,0.000,0.000,0.00
1755578333.375,0.000,0.000,0.00
1755578333.675,0.000,0.000,0.00
1755578333.975,0.000,0.000,0.00
1755578334.275,0.000,0.000,0.00
1755578334.575,0.000,0.000,0.00
1755578334.875,0.000,0.000,0.00
1755578335.175,0.000,0.000,0.00
1755578335.475,0.000,0.000,0.00
1755578335.775,0.000,0.000,0.00
1755578336.075,0.000,0.000,0.00
1755578336.375,0.000,0.000,0.00
1755578336.675,0.000,0.000,0.00
1755578336.975,0.000,0.000,0.00
1755578337.275,0.000,0.000,0.00
1755578337.575,0.000,0.000,0.00
1755578337.875,0.000,0.000,0.00
1755578338.175,0.000,0.000,0.00
1755578338.475,0.000,0.000,0.00
1755578338.775,0.000,0.000,0.00
1755578339.075,0.000,0.000,0.00
1755578339.375,0.000,0.000,0.00
1755578339.675,0.000,0.000,0.00
1755578339.975,0.000,0.000,0.00
1755578340.275,0.000,0.000,0.00
1755578340.575,0.000,0.000,0.00
1755578340.875,0.000,0.000,0.00
1755578341.175,0.000,0.000,0.00
1755578341.475,0.000,0.000,0.00
1755578341.775,0.000,0.000,0.00
1755578342.075,0.000,0.000,0.00
1755578342.375,0.000,0.000,0.00
1755578342.675,0.000,0.000,0.00
1755578342.975,0.000,0.000,0.00
1755578343.275,0.000,0.000,0.00
1755578343.575,0.000,0.000,0.00
1755578343.875,0.000,0.000,0.00
1755578344.175,0.000,0.000,0.00
1755578344.475,0.000,0.000,0.00
1755578344.775,0.000,0.000,0.00
1755578345.075,0.000,0.000,0.00
1755578345.375,0.000,0.000,0.00
1755578345.675,0.000,0.000,0.00
1755578345.975,0.000,0.000,0.00
1755578346.275,0.000,0.000,0.00
1755578346.575,0.000,0.000,0.00
1755578346.875,0.000,0.000,0.00
1755578347.175,0.000,0.000,0.00
1755578347.475,0.000,0.000,0.00
1755578347.775,0.000,0.000,0.00
1755578348.075,0.000,0.000,0.00
1755578348.375,0.000,0.000,0.00
1755578348.675,0.000,0.000,0.00
1755578348.975,0.000,0.000,0.00
1755578349.275,0.000,0.000,0.00
1755578349.575,0.000,0.000,0.00
1755578349.875,0.000,0.000,0.00
1755578350.175,0.000,0.000,0.00
1755578350.475,0.000,0.000,0.00
1755578350.775,0.000,0.000,0.00
1755578351.075,0.000,0.000,0.00
1755578351.375,0.000,0.000,0.00
1755578351.675,0.000,0.000,0.00
1755578351.975,0.000,0.000,0.00
1755578352.275,0.000,0.000,0.00
1755578352.575,0.000,0.000,0.00
1755578352.875,0.000,0.000,0.00
1755578353.175,0.000,0.000,0.00
1755578353.475,0.000,0.000,0.00
1755578353.775,0.000,0.000,0.00
1755578354.075,0.000,0.000,0.00
1755578354.375,0.000,0.000,0.00
1755578354.675,0.000,0.000,0.00
1755578354.975,0.000,0.000,0.00
1755578355.275,0.000,0.000,0.00
1755578355.575,0.000,0.000,0.00
1755578355.875,0.000,0.000,0.00
1755578356.175,0.000,0.000,0.00
1755578356.475,0.000,0.000,0.00
1755578356.775,0.000,0.000,0.00
1755578357.075,0.000,0.000,0.00
1755578357.375,0.000,0.000,0.00
1755578357.675,0.000,0.000,0.00
1755578357.975,0.000,0.000,0.00
1755578358.275,0.000,0.000,0.00
1755578358.575,0.000,0.000,0.00
1755578358.875,0.000,0.000,0.00
1755578359.175,0.000,0.000,0.00
1755578359.475,0.000,0.000,0.00
1755578359.775,0.000,0.000,0.00
1755578360.076,0.000,0.000,0.00
1755578360.376,0.000,0.000,0.00
1755578360.675,0.000,0.000,0.00
1755578360.975,0.000,0.000,0.00
1755578361.275,0.000,0.000,0.00
1755578361.575,0.000,0.000,0.00
1755578361.875,0.000,0.000,0.00
1755578362.175,0.000,0.000,0.00
1755578362.475,0.000,0.000,0.00
1755578362.775,0.000,0.000,0.00
1755578363.075,0.000,0.000,0.00
1755578363.375,0.000,0.000,0.00
1755578363.675,0.000,0.000,0.00
1755578363.975,0.000,0.000,0.00
1755578364.275,0.000,0.000,0.00
1755578364.575,0.000,0.000,0.00
